Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
13,3.64,0,0,0,380.20000000000005,383.75,0,0,89.0
14,3.84,0,0,0,387.8,391.75,0,0,54.5
15,3.64,0,0,0,342.26,345.75,0,0,73.0
16,3.68,0,0,0,365.44000000000005,369.0,0,0,48.75
17,3.7600000000000002,0,0,0,370.9,374.5,0,0,51.75
18,3.2,0,0,0,373.98,377.0,0,0,51.0
19,3.62,0,0,0,394.0,397.75,0,0,59.0
20,3.24,0,0,0,366.12,369.25,0,0,77.5
21,3.16,0,0,0,365.9,369.0,0,0,59.0
22,3.0999999999999996,0,0,0,361.0,364.0,0,0,53.25
23,3.2,0,0,0,361.9,365.0,0,0,51.25
24,3.08,0,0,0,356.26,359.25,0,0,51.0
25,3.04,0,0,0,375.48,378.25,0,0,47.75
26,3.1399999999999997,0,0,0,376.86,379.75,0,0,52.0
27,3.16,0,0,0,382.44,385.5,0,0,65.75
28,3.08,0,0,0,378.82,382.0,0,0,93.5
29,3.12,0,0,0,414.44,417.5,0,0,74.75
30,3.0999999999999996,0,0,0,400.79999999999995,404.0,0,0,70.5
31,3.2199999999999998,0,0,0,393.76,397.0,0,0,80.0
32,3.16,0,0,0,407.02,410.0,0,0,56.75
33,3.1399999999999997,0,0,0,383.29999999999995,386.5,0,0,67.0
34,3.16,0,0,0,415.34000000000003,418.5,0,0,49.25
35,3.2199999999999998,0,0,0,384.26,387.5,0,0,79.25
36,3.24,0,0,0,392.4,395.5,0,0,70.75
37,3.54,0,0,0,402.86,406.5,0,0,72.5
38,3.12,0,0,0,384.88,388.25,0,0,60.75
39,3.0599999999999996,0,0,0,390.42,393.5,0,0,43.0
40,3.2199999999999998,0,0,0,437.86,441.0,0,0,52.0
41,3.08,0,0,0,400.56,403.75,0,0,62.5
42,3.12,0,0,0,230.64,233.75,0,0,61.5
