Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,triton_kernel_add,AI_VECTOR_CORE,30,68.36,2.16,2.278,2.46,51.152
0,Add,AI_VECTOR_CORE,30,65.28,1.98,2.176,2.64,48.848
