Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,aclnnAdd_AddAiCpu_Add,AI_CPU,37,530,31.344,1763432531372413.148	,1763432531372444.492	
0,triton_kernel_add,AI_VECTOR_CORE,37,531,1.536,1763432531372620.052	,1763432531372621.588	
0,aclnnAdd_AddAiCpu_Add,AI_CPU,37,532,27.680,1763432531372847.748	,1763432531372875.428	
0,triton_kernel_add,AI_VECTOR_CORE,37,533,1.736,1763432531373052.692	,1763432531373054.428	
0,aclnnAdd_AddAiCpu_Add,AI_CPU,37,534,29.760,1763432531373281.412	,1763432531373311.172	
0,triton_kernel_add,AI_VECTOR_CORE,37,535,1.600,1763432531373477.988	,1763432531373479.588	
0,aclnnAdd_AddAiCpu_Add,AI_CPU,37,536,36.016,1763432531373708.412	,1763432531373744.428	
0,triton_kernel_add,AI_VECTOR_CORE,37,537,1.640,1763432531373929.092	,1763432531373930.732	
0,aclnnAdd_AddAiCpu_Add,AI_CPU,37,538,27.040,1763432531374434.092	,1763432531374461.132	
0,triton_kernel_add,AI_VECTOR_CORE,37,539,1.624,1763432531374655.508	,1763432531374657.132	
0,N/A,PROFILING_DISABLE,32,17,0.016,1763432531386842.652	,1763432531386842.668	
