Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
13,3.4,0,0,0,374.94,378.25,0,0,72.75
14,3.52,0,0,0,370.62,374.0,0,0,71.5
15,3.6,0,0,0,336.26,340.0,0,0,83.75
16,3.54,0,0,0,343.08000000000004,346.75,0,0,61.75
17,3.54,0,0,0,348.74,352.5,0,0,59.75
18,3.24,0,0,0,356.5,360.0,0,0,61.25
19,3.64,0,0,0,324.5,328.25,0,0,73.5
20,3.1399999999999997,0,0,0,319.08,322.25,0,0,54.25
21,3.2199999999999998,0,0,0,319.72,323.0,0,0,42.75
22,2.9000000000000004,0,0,0,495.5,498.25,0,0,45.5
23,2.84,0,0,0,338.1,341.0,0,0,59.25
24,2.92,0,0,0,333.6,336.75,0,0,50.5
25,2.96,0,0,0,342.70000000000005,345.5,0,0,53.25
26,3.02,0,0,0,326.58,329.5,0,0,66.75
27,3.1799999999999997,0,0,0,329.7,332.75,0,0,55.75
28,2.8600000000000003,0,0,0,350.94,353.75,0,0,56.75
29,2.88,0,0,0,338.34000000000003,341.25,0,0,59.0
30,3.04,0,0,0,329.9,332.75,0,0,62.0
31,2.9400000000000004,0,0,0,329.52,332.5,0,0,49.75
32,2.96,0,0,0,334.32,337.5,0,0,51.75
33,2.96,0,0,0,314.12,317.25,0,0,58.5
34,3.0999999999999996,0,0,0,340.7,343.75,0,0,47.5
35,3.12,0,0,0,321.34000000000003,324.5,0,0,58.75
36,3.0599999999999996,0,0,0,319.53999999999996,322.75,0,0,45.0
37,3.0,0,0,0,322.58,325.5,0,0,45.25
38,3.0599999999999996,0,0,0,338.67999999999995,341.75,0,0,47.75
39,3.02,0,0,0,328.98,332.25,0,0,61.5
40,3.12,0,0,0,322.36,325.5,0,0,52.25
41,3.2800000000000002,0,0,0,328.18,331.5,0,0,45.25
42,2.9800000000000004,0,0,0,184.3,187.25,0,0,48.75
