Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclnnAdd,421.63,30,14.054,9.07,28.46,21.301
host,acl,aclrtSynchronizeDeviceWithTimeout,45.51,1,45.51,45.51,45.51,0
host,node,launch,497.59,60,8.293,4.76,23.52,13.674
