Step Id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
13,4294967295,660,14,aclnnBitwiseOrTensor_LogicalOrAiCore_LogicalOr,LogicalOr,dynamic,AI_VECTOR_CORE,1763430767334728.642	,2.016,0,1,0,NO,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614,1105,0.073,0.119,0.182,0.296,0.132,0.214,0.067,0.11,0.167,0.000
13,4294967295,661,14,triton_kernel_or,triton_kernel_or,static,AI_VECTOR_CORE,1763430767334953.042	,1.456,222.234000,1,0,YES,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356,641,0.024,0.067,0.118,0.331,0.073,0.206,0.075,0.211,0.263,0.000
14,4294967295,662,14,aclnnBitwiseOrTensor_LogicalOrAiCore_LogicalOr,LogicalOr,dynamic,AI_VECTOR_CORE,1763430767335111.522	,2.016,157.044000,1,0,NO,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609,1096,0.073,0.12,0.188,0.309,0.134,0.22,0.068,0.112,0.149,0.000
14,4294967295,663,14,triton_kernel_or,triton_kernel_or,static,AI_VECTOR_CORE,1763430767335323.562	,1.480,209.984000,1,0,YES,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369,664,0.024,0.065,0.124,0.337,0.073,0.199,0.075,0.203,0.263,0.000
15,4294967295,664,14,aclnnBitwiseOrTensor_LogicalOrAiCore_LogicalOr,LogicalOr,dynamic,AI_VECTOR_CORE,1763430767335468.778	,2.000,143.770000,1,0,NO,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601,1082,0.073,0.121,0.181,0.3,0.131,0.218,0.07,0.116,0.146,0.000
15,4294967295,665,14,triton_kernel_or,triton_kernel_or,static,AI_VECTOR_CORE,1763430767335669.258	,1.504,198.500000,1,0,YES,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,669,0.024,0.064,0.12,0.323,0.078,0.211,0.077,0.208,0.263,0.000
16,4294967295,666,14,aclnnBitwiseOrTensor_LogicalOrAiCore_LogicalOr,LogicalOr,dynamic,AI_VECTOR_CORE,1763430767335811.018	,1.944,140.246000,1,0,NO,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1008,0.073,0.13,0.192,0.343,0.142,0.254,0.072,0.128,0.155,0.000
16,4294967295,667,14,triton_kernel_or,triton_kernel_or,static,AI_VECTOR_CORE,1763430767336012.082	,1.360,199.056000,1,0,YES,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346,622,0.024,0.069,0.118,0.342,0.071,0.204,0.077,0.222,0.263,0.000
17,4294967295,668,14,aclnnBitwiseOrTensor_LogicalOrAiCore_LogicalOr,LogicalOr,dynamic,AI_VECTOR_CORE,1763430767336174.242	,2.000,160.890000,1,0,NO,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,1113,0.073,0.118,0.198,0.32,0.131,0.212,0.072,0.116,0.162,0.000
17,4294967295,669,14,triton_kernel_or,triton_kernel_or,static,AI_VECTOR_CORE,1763430767336368.282	,1.376,192.000000,1,0,YES,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342,615,0.024,0.07,0.112,0.328,0.072,0.211,0.074,0.216,0.263,0.000
18,4294967295,670,14,aclnnBitwiseOrTensor_LogicalOrAiCore_LogicalOr,LogicalOr,dynamic,AI_VECTOR_CORE,1763430767336534.578	,2.064,164.874000,1,0,NO,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641,1153,0.073,0.114,0.195,0.304,0.129,0.202,0.072,0.112,0.165,0.000
18,4294967295,671,14,triton_kernel_or,triton_kernel_or,static,AI_VECTOR_CORE,1763430767336745.162	,1.520,208.686000,1,0,YES,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,670,0.024,0.064,0.124,0.333,0.073,0.197,0.077,0.206,0.263,0.000
19,4294967295,672,14,aclnnBitwiseOrTensor_LogicalOrAiCore_LogicalOr,LogicalOr,dynamic,AI_VECTOR_CORE,1763430767336894.538	,2.144,147.730000,1,0,NO,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652,1174,0.073,0.112,0.197,0.302,0.137,0.21,0.079,0.121,0.165,0.000
19,4294967295,673,14,triton_kernel_or,triton_kernel_or,static,AI_VECTOR_CORE,1763430767337084.202	,1.416,187.606000,1,0,YES,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344,619,0.024,0.069,0.121,0.352,0.074,0.216,0.072,0.208,0.263,0.000
