Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,51,168,1.580,1763460481753572.890	,1763460481753574.470	
0,triton_kernel_add,AI_VECTOR_CORE,51,169,1.400,1763460481753764.690	,1763460481753766.090	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,51,170,1.560,1763460481753923.710	,1763460481753925.270	
0,triton_kernel_add,AI_VECTOR_CORE,51,171,1.360,1763460481754115.970	,1763460481754117.330	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,51,172,1.600,1763460481754287.250	,1763460481754288.850	
0,triton_kernel_add,AI_VECTOR_CORE,51,173,1.380,1763460481754494.410	,1763460481754495.790	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,51,174,1.620,1763460481754655.370	,1763460481754656.990	
0,triton_kernel_add,AI_VECTOR_CORE,51,175,1.380,1763460481754846.770	,1763460481754848.150	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,51,176,1.520,1763460481755007.510	,1763460481755009.030	
0,triton_kernel_add,AI_VECTOR_CORE,51,177,1.300,1763460481755216.010	,1763460481755217.310	
0,aclnnAdd_AddAiCore_Add,AI_VECTOR_CORE,51,178,1.560,1763460481755386.390	,1763460481755387.950	
0,triton_kernel_add,AI_VECTOR_CORE,51,179,1.320,1763460481755579.450	,1763460481755580.770	
0,N/A,PROFILING_DISABLE,40,9,0.020,1763460481770407.210	,1763460481770407.230	
