Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
13,6.08,0,0,0,439.18,445.25,0,0,151.25
14,6.2,0,0,0,384.94,391.25,0,0,47.0
15,6.18,0,0,0,362.36,368.5,0,0,45.0
16,6.16,0,0,0,359.22,365.5,0,0,41.25
17,6.08,0,0,0,368.62,374.75,0,0,28.5
18,3.26,0,0,0,361.48,364.75,0,0,51.5
19,4.4,0,0,0,348.12,352.5,0,0,45.5
20,3.12,0,0,0,362.03999999999996,365.25,0,0,26.5
21,3.2,0,0,0,351.8,355.0,0,0,41.5
22,3.08,0,0,0,372.36,375.5,0,0,27.5
23,3.08,0,0,0,393.04,396.0,0,0,47.0
24,3.1399999999999997,0,0,0,431.0,434.25,0,0,44.5
25,3.1799999999999997,0,0,0,339.1,342.0,0,0,54.0
26,3.08,0,0,0,383.79999999999995,387.0,0,0,34.0
27,3.02,0,0,0,365.96000000000004,369.0,0,0,59.5
28,3.2199999999999998,0,0,0,356.64,360.0,0,0,38.25
29,3.24,0,0,0,370.34,373.5,0,0,37.75
30,3.12,0,0,0,364.72,368.0,0,0,43.75
31,3.1399999999999997,0,0,0,357.6,360.75,0,0,42.75
32,3.26,0,0,0,365.84000000000003,369.25,0,0,44.0
33,3.2800000000000002,0,0,0,384.34000000000003,387.5,0,0,59.75
34,3.1799999999999997,0,0,0,380.74,383.75,0,0,50.5
35,3.1399999999999997,0,0,0,380.38,383.5,0,0,27.75
36,3.24,0,0,0,366.2,369.5,0,0,52.75
37,3.2,0,0,0,365.64,368.75,0,0,60.0
38,3.26,0,0,0,397.88,401.25,0,0,40.0
39,3.44,0,0,0,367.56,370.75,0,0,64.75
40,3.0599999999999996,0,0,0,349.84000000000003,352.75,0,0,56.75
41,3.0599999999999996,0,0,0,349.26,352.25,0,0,34.0
42,3.0599999999999996,0,0,0,194.96,198.25,0,0,24.0
