Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,Add,AI_VECTOR_CORE,30,56.68,1.62,1.889,2.72,51.659
0,triton_kernel_add,AI_VECTOR_CORE,30,53.04,1.4,1.768,3.32,48.341
