Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
13,5.96,0,0,0,417.6,423.5,0,0,150.25
14,6.0,0,0,0,343.52,349.5,0,0,65.5
15,5.9399999999999995,0,0,0,380.15999999999997,386.25,0,0,59.75
16,6.04,0,0,0,346.96000000000004,353.0,0,0,75.0
17,4.94,0,0,0,380.82,385.5,0,0,57.25
18,3.1399999999999997,0,0,0,362.48,365.5,0,0,79.75
19,4.48,0,0,0,359.86,364.5,0,0,72.25
20,3.2,0,0,0,367.08,370.25,0,0,69.0
21,3.3,0,0,0,369.86,373.0,0,0,73.5
22,3.26,0,0,0,364.1,367.5,0,0,68.75
23,3.16,0,0,0,402.72,405.75,0,0,67.75
24,3.2,0,0,0,366.58,369.75,0,0,99.75
25,3.0599999999999996,0,0,0,364.6,367.5,0,0,65.5
26,3.16,0,0,0,386.36,389.5,0,0,72.25
27,3.1399999999999997,0,0,0,356.08,359.5,0,0,63.25
28,3.2199999999999998,0,0,0,350.44,353.75,0,0,61.5
29,3.26,0,0,0,350.56,353.75,0,0,61.5
30,3.0599999999999996,0,0,0,365.96000000000004,369.0,0,0,54.25
31,3.1,0,0,0,371.04,374.0,0,0,69.0
32,3.16,0,0,0,363.4,366.5,0,0,63.75
33,3.12,0,0,0,384.58,387.5,0,0,70.75
34,3.16,0,0,0,389.4,392.5,0,0,77.5
35,3.2,0,0,0,374.28,377.5,0,0,63.5
36,3.2800000000000002,0,0,0,341.38,344.75,0,0,84.5
37,3.26,0,0,0,380.9,384.25,0,0,64.0
38,3.12,0,0,0,363.58000000000004,366.75,0,0,70.25
39,3.12,0,0,0,356.4,359.5,0,0,63.25
40,3.16,0,0,0,368.86,372.0,0,0,67.0
41,3.2,0,0,0,376.78,380.0,0,0,68.0
42,3.3200000000000003,0,0,0,201.1,204.25,0,0,77.75
