Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclnnAdd,402.13,30,13.404,9.13,28.89,20.894
host,acl,aclrtSynchronizeDeviceWithTimeout,92.67,1,92.67,92.67,92.67,0
host,node,launch,462.4,60,7.707,4.51,25.15,12.437
