Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,Add,AI_VECTOR_CORE,30,55.22,1.54,1.84,2.66,53.56
0,triton_kernel_add,AI_VECTOR_CORE,30,47.88,1.3,1.596,2.72,46.44
